"yr","country","beds","physicians","population","health_spend","mortality"
2020,"Kazakhstan",0,4.028,19482117,2375903363452.3,198.316
2022,"Kenya",0,0.102,54252461,0,354.733
2020,"Korea, Rep.",0,2.508,51836239,0,52.147
2020,"Kuwait",0,2.293,4400267,0,64.0325
2020,"Lao PDR",0,0.357,7346533,0,166.6335
2020,"Late-demographic dividend",0,2.46659151181567,2316461820,0,97.033062166
2020,"Latin America & Caribbean",0,2.40741011841426,645497651,0,157.51299507865
2020,"Latin America & Caribbean (IDA & IBRD)",0,2.28318215329993,630051021,0,158.730521343
2020,"Latin America & Caribbean (excluding high income)",0,2.40738105292152,578091505,0,159.7800346542
2020,"Latvia",0,3.345,1900449,1749566000,0
2020,"Least developed countries: UN classification",0,0.290369550324184,1083636132,0,225.3223535672
2022,"Lesotho",0,0.151,2286110,0,490.035
2019,"Liberia",0,0.147,5043721,0,278.0625
2020,"Liberia",0,0.153,5149463,0,281.0395
2021,"Liberia",0,0.171,5259323,0,288.6955
2022,"Liberia",0,0.18,5373294,0,282.6005
2020,"Lithuania",0,4.442,2810369,6122911000,153.119
2022,"Lithuania",0,5.127,2831639,0,0
2020,"Low & middle income",0,1.33451312924296,6314223170,0,161.93009548585
2020,"Low income",0,0.379801166400735,560643073,0,249.36296661055
2020,"Lower middle income",0,0.714081941637722,2968398856,0,187.23712361825
2020,"Malawi",0,0.049,19533888,0,311.062
2022,"Malawi",0,0.049,20568728,0,325.3275
2020,"Malaysia",0,2.228,33889558,0,108.7655
2019,"Maldives",0,2.161,487731,0,49.0485
2022,"Mali",0,0.195,23072640,0,277.0595
2020,"Malta",0,4.187,515490,935281000,36.2465
2019,"Mauritania",0,0.205,4467708,0,187.028
2020,"Mauritania",0,0.208,4600131,0,206.386
2021,"Mauritania",0,0.224,4734874,0,212.1155
2022,"Mauritania",0,0.236,4875637,0,208.671
2020,"Mauritius",0,2.658,1266014,15119049523.4053,149.823
2022,"Mauritius",0,1.197,1262523,16908082144.08,144.256
2020,"Mexico",0,2.441,126799054,0,212.3225
2020,"Micronesia, Fed. Sts.",0,0.963,110916,34174672,163.3135
2020,"Middle East & North Africa (IDA & IBRD)",0,1.0497824794182,687728758,0,135.3310587355
2020,"Middle East & North Africa (excluding high income)",0,1.05797897769467,692532027,0,135.0215001701
2020,"Middle East and North Africa",0,1.22612603921772,756405281,0,126.9722758344
2020,"Middle income",0,1.41950395948463,5753580097,0,153.52547433985
2020,"Moldova",0,4.057,2635130,18570800000,186.5475
2019,"Monaco",0,8.865,38109,0,0
2020,"Monaco",0,8.889,38050,0,0
2020,"Mongolia",0,3.774,3327204,1193089432886.1,172.9865
2020,"Montenegro",0,2.736,626590,0,102.579
2022,"Montenegro",0,2.752,623591,0,98.149
2019,"Mozambique",0,0.085,29884380,0,286.3285
2020,"Mozambique",0,0.083,30783688,0,287.289
2021,"Mozambique",0,0.081,31707800,0,335.0555
2022,"Mozambique",0,0.082,32656246,0,325.146
2019,"Myanmar",0,0.751,52640713,926124136000,205.2375
2019,"Namibia",0,0.368,2650494,0,340.1185
2020,"Namibia",0,0.416,2728762,0,340.088
2021,"Namibia",0,0.467,2810548,0,411.361
2022,"Namibia",0,0.543,2889662,0,434.6865
2020,"Nepal",0,0.846,28966574,100930380000,172.7525
2020,"Netherlands",0,3.849,17441500,1.25379e+11,54.6745
2020,"New Zealand",0,3.448,5090200,22437680000,62.21
2022,"New Zealand",0,3.574,5117100,31192034451.5456,0
2019,"Niger",0,0.038,22947757,0,217.883
2020,"Niger",0,0.034,23717613,0,247.829
2022,"Niger",0,0.023,25311973,0,243.06
2022,"Nigeria",0,0.394,223150896,0,357.234
2020,"North America",0,3.493689691469,369670740,0,122.0392955049
2020,"North Macedonia",0,2.964,1856124,0,85.538
2019,"Norway",0,4.968,5347896,3.96134e+11,49.1335
2020,"Norway",0,5.086,5379475,4.1933e+11,48.5715
2021,"Norway",0,5.168,5408320,4.6431e+11,47.34
2020,"OECD members",0,3.36820545971895,1369327995,0,98.9321884608
2020,"Oman",0,1.994,4522497,0,87.5135
2022,"Oman",0,2.058,4730226,0,100.216
2020,"Other small states",0,2.02358418169122,12417333,0,145.5344034782
2020,"Palau",0,1.778,17792,0,0
2020,"Panama",0,1.629,4293261,0,119.4535
2019,"Papua New Guinea",0,0.061,9609010,0,224.969
2021,"Papua New Guinea",0,0.063,10012896,0,227.2705
2020,"Paraguay",0,1.133,6603739,0,158.388
2022,"Paraguay",0,3.882,6760464,0,184.4735
2022,"Peru",0,1.621,33475438,0,155.803
2020,"Philippines",0,0.752,112081264,0,130.829
2020,"Poland",0,3.281,37515748,286649530000,0
2020,"Portugal",0,5.615,10297081,15938430000,73.1985
2020,"Post-demographic dividend",0,3.67700449434693,1117025276,0,87.79595957555
2020,"Pre-demographic dividend",0,0.245664903200451,998624261,0,289.70061086465
2020,"Romania",0,3.298,19265250,122698199000,112.791
2019,"Russian Federation",0,4.187,145453291,1.1752658e+13,0
2020,"Russian Federation",0,3.827,145245148,1.0225195e+13,0
2020,"Samoa",0,0.554,211944,0,139.3
2021,"Samoa",0,0.548,213779,0,139.3715
2019,"Sao Tome and Principe",0,0.489,213392,0,226.4285
2020,"Saudi Arabia",0,2.648,31552510,0,98.347
2022,"Saudi Arabia",0,3.077,32175224,0,85.94
2019,"Senegal",0,0.09,16352922,0,172.1245
2020,"Senegal",0,0.084,16789219,0,179.027
2021,"Senegal",0,0.101,17220867,0,196.2195
2022,"Senegal",0,0.126,17651103,0,187.734
2020,"Serbia",0,2.699,6899126,0,100.0265
2019,"Seychelles",0,2.107,97625,0,133.788
2022,"Seychelles",0,3.819,119878,0,165.767
2019,"Sierra Leone",0,0.032,7731991,0,236.335
2020,"Sierra Leone",0,0.07,7912558,0,249.6125
2022,"Sierra Leone",0,0.043,8276807,0,244.567
2020,"Singapore",0,2.508,5685807,15744244347.3,46.4585
2020,"Slovak Republic",0,3.67,5458827,11277027000,0
2020,"Slovenia",0,3.279,2102419,7346483000,0
2020,"Small states",0,1.9163143732933,19472157,0,155.55577961885
2020,"South Asia",0,0.730302721578094,1621073417,0,171.27439078055
2020,"South Asia (IDA & IBRD)",0,0.730302721578094,1621073417,0,171.27439078055
2019,"South Sudan",0,0.033,10423384,0,331.8245
2020,"South Sudan",0,0.043,10698467,0,338.992
2020,"Spain",0,4.577,47359424,1.64675e+11,56.2885
2020,"Sri Lanka",0,1.212,21919000,0,109.0445
2020,"Sub-Saharan Africa",0,0.231025086835824,1169015451,0,287.4948837142
2020,"Sub-Saharan Africa (IDA & IBRD)",0,0.231025086835824,1169015451,0,287.4948837142
2020,"Sub-Saharan Africa (excluding high income)",0,0.244840931895355,1049999318,0,287.50939316305
2021,"Suriname",0,1.478,617896,0,199.129
2020,"Sweden",0,4.313,10353442,7.40684e+11,48.7595
2020,"Switzerland",0,4.389,8638167,35284402161.07,44.6305
2020,"Tajikistan",0,2.119,9749310,0,180.873
2022,"Tanzania",0,0.133,64711821,0,215.5735
2020,"Thailand",0,0.928,71641484,222878885752.081,122.461
2019,"Timor-Leste",0,0.776,1300945,0,174.488
2020,"Timor-Leste",0,0.767,1326053,0,169.0235
2019,"Togo",0,0.076,8463068,0,269.427
2020,"Togo",0,0.081,8669720,0,269.463
2021,"Togo",0,0.059,8878379,0,260.6295
2022,"Togo",0,0.083,9089738,0,261.389
2019,"Tonga",0,1.019,105669,0,194.761
2020,"Tonga",0,0.95,105704,0,194.5615
2021,"Tonga",0,1.009,105490,0,193.822
2020,"Trinidad and Tobago",0,4.193,1366725,0,150.258
2020,"Tunisia",0,1.295,11974057,0,97.3285
2020,"Turkiye",0,2.036,83384680,434640381389.006,94.4645
2019,"Turkmenistan",0,2.162,6803944,0,175.0035
2020,"Turkmenistan",0,2.179,6949912,0,177.1895
2021,"Turkmenistan",0,2.144,7092043,0,169.4415
2020,"Tuvalu",0,1.261,10399,0,300.6285
2020,"Uganda",0,0.158,44457152,0,291.1885
2022,"Uganda",0,0.168,47312719,0,279.7815
2020,"United Arab Emirates",0,2.879,9401038,0,59.196
2020,"United Kingdom",0,3.041,66744000,2.13498e+11,75.9225
2022,"United Kingdom",0,3.174,67604000,2.29124e+11,0
2020,"United States",0,3.555,331577720,3.308404e+12,127.629
2020,"Upper middle income",0,2.18406678701805,2785181241,0,120.2010745716
2022,"Uruguay",0,4.63,3390913,0,108.278
2020,"Uzbekistan",0,2.784,33586372,35912884760900,169.5315
2019,"Vanuatu",0,0.158,291985,0,172.5555
2020,"World",0,1.71183548730133,7855075060,0,149.88043230505
2020,"Zambia",0,0.255,19059395,0,279.139
2022,"Zambia",0,0.262,20152938,0,300.968
2020,"Zimbabwe",0,0.189,15526888,0,353.827
2022,"Zimbabwe",0,0.166,16069056,0,387.3745
2021,"Afghanistan",0,0,40000412,0,278.1995
2022,"Afghanistan",0,0,40578842,0,266.29
2023,"Afghanistan",0,0,41454761,0,0
2024,"Afghanistan",0,0,42647492,0,0
2019,"Africa Eastern and Southern",0,0,675950189,0,260.70781029035
2021,"Africa Eastern and Southern",0,0,713090928,0,285.21308254575
2022,"Africa Eastern and Southern",0,0,731821393,0,279.5111088274
2023,"Africa Eastern and Southern",0,0,750503764,0,0
2024,"Africa Eastern and Southern",0,0,769294618,0,0
2019,"Africa Western and Central",0,0,463365429,0,309.3792592922
2021,"Africa Western and Central",0,0,485920997,0,325.91945864995
2022,"Africa Western and Central",0,0,497387180,0,314.8773641699
2023,"Africa Western and Central",0,0,509398589,0,0
2024,"Africa Western and Central",0,0,521764076,0,0
2022,"Albania",0,0,2777689,93235500000,89.1965
2023,"Albania",0,0,2745972,96046530000,0
2020,"Algeria",0,0,44042091,0,98.3375
2022,"Algeria",0,0,45477389,0,77.655
2023,"Algeria",0,0,46164219,0,0
2019,"American Samoa",0,0,50209,0,0
2020,"American Samoa",0,0,49761,0,0
2021,"American Samoa",0,0,49225,0,0
2022,"American Samoa",0,0,48342,0,0
2023,"American Samoa",0,0,47521,0,0
2024,"American Samoa",0,0,46765,0,0
2019,"Andorra",0,0,76474,0,0
2020,"Andorra",0,0,77380,0,0
2021,"Andorra",0,0,78364,0,0
2022,"Andorra",0,0,79705,0,0
2023,"Andorra",0,0,80856,0,0
2024,"Andorra",0,0,81938,0,0
2019,"Angola",0,0,32375632,0,259.9745
2020,"Angola",0,0,33451132,0,263.063
2021,"Angola",0,0,34532429,0,279.228
2023,"Angola",0,0,36749906,0,0
2024,"Angola",0,0,37885849,0,0
2019,"Antigua and Barbuda",0,0,91364,0,83.8855
2020,"Antigua and Barbuda",0,0,91846,0,81.2735
2021,"Antigua and Barbuda",0,0,92349,0,78.6435
2022,"Antigua and Barbuda",0,0,92840,0,82.82
2023,"Antigua and Barbuda",0,0,93316,0,0
2024,"Antigua and Barbuda",0,0,93772,0,0
2019,"Arab World",0,0,444281315,0,133.47869529245
2021,"Arab World",0,0,460646603,0,144.41431504045
2022,"Arab World",0,0,471352066,0,142.3890752321
2023,"Arab World",0,0,482105978,0,0
2024,"Arab World",0,0,492579811,0,0
2023,"Argentina",0,0,45538401,0,0
2020,"Armenia",0,0,2961500,147544745572.7,167.625
2022,"Armenia",0,0,2969200,142386117200.8,152.4795
2023,"Armenia",0,0,2964300,143159464898,0
2019,"Aruba",0,0,109203,0,91.174
2020,"Aruba",0,0,108587,0,91.8905
2021,"Aruba",0,0,107700,0,105.4155
2022,"Aruba",0,0,107310,0,102.581
2023,"Aruba",0,0,107359,0,0
2024,"Aruba",0,0,107624,0,0
2022,"Australia",0,0,26014399,2.89616e+11,0
2023,"Australia",0,0,26652777,0,0
2023,"Austria",0,0,9131761,0,0
2022,"Azerbaijan",0,0,10141756,1433026000,125.814
2023,"Azerbaijan",0,0,10153958,0,0
2019,"Bahamas, The",0,0,394675,0,196.849
2020,"Bahamas, The",0,0,395863,0,183.5305
2021,"Bahamas, The",0,0,396373,0,197.5495
2022,"Bahamas, The",0,0,397538,0,170.265
2023,"Bahamas, The",0,0,399440,0,0
2024,"Bahamas, The",0,0,401283,0,0
2020,"Bahrain",0,0,1472204,0,55.173
2022,"Bahrain",0,0,1524693,0,55.082
2023,"Bahrain",0,0,1577059,0,0
2022,"Bangladesh",0,0,169384897,0,118.795
2023,"Bangladesh",0,0,171466990,0,0
2023,"Barbados",0,0,282336,0,0
2021,"Belarus",0,0,9302585,17095295193.57,0
2022,"Belarus",0,0,9228071,17577028762.16,0
2023,"Belarus",0,0,9178298,21059905877.91,0
2024,"Belarus",0,0,9133712,0,0
2022,"Belgium",0,0,11680210,0,62.4555
2023,"Belgium",0,0,11787423,0,0
2019,"Belize",0,0,385829,0,147.271
2020,"Belize",0,0,390812,0,185.942
2021,"Belize",0,0,395346,0,216.628
2022,"Belize",0,0,402733,0,203.2075
2023,"Belize",0,0,411106,0,0
2024,"Belize",0,0,417072,0,0
2020,"Benin",0,0,13070169,0,267.5675
2023,"Benin",0,0,14111034,0,0
2019,"Bermuda",0,0,64107,0,70.6115
2020,"Bermuda",0,0,64382,0,69.4845
2021,"Bermuda",0,0,64648,0,95.5485
2022,"Bermuda",0,0,64749,0,71.412
2023,"Bermuda",0,0,64698,0,0
2024,"Bermuda",0,0,64636,0,0
2023,"Bhutan",0,0,786385,0,0
2024,"Bhutan",0,0,791524,0,0
2022,"Bolivia",0,0,12077154,0,246.1395
2023,"Bolivia",0,0,12244159,0,0
2020,"Bosnia and Herzegovina",0,0,3299349,0,74.963
2022,"Bosnia and Herzegovina",0,0,3204802,0,84.35
2023,"Bosnia and Herzegovina",0,0,3185073,0,0
2023,"Botswana",0,0,2480244,0,0
2020,"Brazil",0,0,208660842,0,142.568
2022,"Brazil",0,0,210306415,0,156.3195
2023,"Brazil",0,0,211140729,0,0
2019,"British Virgin Islands",0,0,36395,0,85.7565
2020,"British Virgin Islands",0,0,37135,0,86.0315
2021,"British Virgin Islands",0,0,37809,0,99.7985
2022,"British Virgin Islands",0,0,38319,0,82.552
2023,"British Virgin Islands",0,0,38985,0,0
2024,"British Virgin Islands",0,0,39471,0,0
2019,"Brunei Darussalam",0,0,442680,0,120.5
2020,"Brunei Darussalam",0,0,447404,0,119.3645
2022,"Brunei Darussalam",0,0,455370,0,118.979
2023,"Brunei Darussalam",0,0,458949,0,0
2024,"Brunei Darussalam",0,0,462721,0,0
2023,"Bulgaria",0,0,6446596,0,0
2023,"Burkina Faso",0,0,23025776,0,0
2024,"Burkina Faso",0,0,23548781,0,0
2019,"Burundi",0,0,12255336,0,265.396
2022,"Burundi",0,0,13321097,0,276.3375
2023,"Burundi",0,0,13689450,0,0
2024,"Burundi",0,0,14047786,0,0
2019,"Cabo Verde",0,0,514104,0,121.9485
2020,"Cabo Verde",0,0,514679,0,130.8325
2021,"Cabo Verde",0,0,516649,0,138.92
2022,"Cabo Verde",0,0,519741,0,132.634
2023,"Cabo Verde",0,0,522331,0,0
2024,"Cabo Verde",0,0,524877,0,0
2020,"Cambodia",0,0,16725474,0,167.7485
2022,"Cambodia",0,0,17201724,0,174.9685
2023,"Cambodia",0,0,17423880,0,0
2023,"Cameroon",0,0,28372687,0,0
2023,"Canada",0,0,40083484,2.53196e+11,0
2019,"Caribbean small states",0,0,4443134,0,171.8567581402
2021,"Caribbean small states",0,0,4479167,0,200.4452404392
2022,"Caribbean small states",0,0,4497310,0,193.6700927848
2023,"Caribbean small states",0,0,4519904,0,0
2024,"Caribbean small states",0,0,4539060,0,0
2019,"Cayman Islands",0,0,67327,0,0
2020,"Cayman Islands",0,0,68684,0,0
2021,"Cayman Islands",0,0,70108,0,0
2022,"Cayman Islands",0,0,71591,0,0
2023,"Cayman Islands",0,0,73038,0,0
2024,"Cayman Islands",0,0,74457,0,0
2019,"Central African Republic",0,0,4944703,0,394.265
2020,"Central African Republic",0,0,5026628,0,407.99
2022,"Central African Republic",0,0,5098039,0,418.995
2023,"Central African Republic",0,0,5152421,0,0
2024,"Central African Republic",0,0,5330690,0,0
2019,"Central Electricity Board (CEB)",0,0,101864274,0,106.00473782835
2021,"Central Electricity Board (CEB)",0,0,100205732,0,0
2022,"Central Electricity Board (CEB)",0,0,100071871,0,0
2023,"Central Electricity Board (CEB)",0,0,100175859,0,0
2024,"Central Electricity Board (CEB)",0,0,100050066,0,0
2023,"Chad",0,0,19319064,0,0
2024,"Chad",0,0,20299123,0,0
2019,"Channel Islands",0,0,165639,0,49.5675
2020,"Channel Islands",0,0,166235,0,50.2265
2021,"Channel Islands",0,0,166741,0,50.393
2022,"Channel Islands",0,0,167215,0,48.505
2023,"Channel Islands",0,0,167691,0,0
2024,"Channel Islands",0,0,168126,0,0
2023,"Chile",0,0,19658835,0,0
2022,"China",0,0,1412175000,8654457060000,78.978
2023,"China",0,0,1410710000,0,0
2022,"Colombia",0,0,51737944,0,148.5295
2023,"Colombia",0,0,52321152,0,0
2019,"Comoros",0,0,786578,0,227.775
2021,"Comoros",0,0,818174,0,241.031
2022,"Comoros",0,0,834188,0,236.5895
2023,"Comoros",0,0,850387,0,0
2024,"Comoros",0,0,866628,0,0
2020,"Congo, Dem. Rep.",0,0,95989998,0,280.959
2023,"Congo, Dem. Rep.",0,0,105789731,0,0
2024,"Congo, Dem. Rep.",0,0,109276265,0,0
2019,"Congo, Rep.",0,0,5616661,0,289.8565
2020,"Congo, Rep.",0,0,5752791,0,276.687
2021,"Congo, Rep.",0,0,5892183,0,282.0035
2023,"Congo, Rep.",0,0,6182885,0,0
2024,"Congo, Rep.",0,0,6332961,0,0
2023,"Costa Rica",0,0,5105525,0,0
2023,"Cote d'Ivoire",0,0,31165654,0,0
2022,"Croatia",0,0,3855641,8450354000,70.259
2023,"Croatia",0,0,3859686,0,0
2022,"Cuba",0,0,11059820,0,98.4225
2023,"Cuba",0,0,11019931,0,0
2024,"Cuba",0,0,10979783,0,0
2019,"Curacao",0,0,157441,0,101.1225
2020,"Curacao",0,0,154947,0,101.177
2021,"Curacao",0,0,152369,0,107.724
2022,"Curacao",0,0,149996,0,97.1415
2023,"Curacao",0,0,155800,0,0
2024,"Curacao",0,0,155900,0,0
2022,"Cyprus",0,0,1331370,3035900000,52.513
2023,"Cyprus",0,0,1344976,0,0
2022,"Czechia",0,0,10672118,1.169351e+12,0
2023,"Czechia",0,0,10864042,0,0
2022,"Denmark",0,0,5903037,4.4353e+11,56.515
2023,"Denmark",0,0,5946952,0,0
2019,"Djibouti",0,0,1088709,0,250.9365
2020,"Djibouti",0,0,1105188,0,257.3155
2021,"Djibouti",0,0,1121248,0,266.6055
2022,"Djibouti",0,0,1137096,0,260.049
2023,"Djibouti",0,0,1152944,0,0
2024,"Djibouti",0,0,1168722,0,0
2019,"Dominica",0,0,67880,0,135.781
2020,"Dominica",0,0,67573,0,135.1595
2021,"Dominica",0,0,67202,0,140.3705
2022,"Dominica",0,0,66826,0,139.6665
2023,"Dominica",0,0,66510,0,0
2024,"Dominica",0,0,66205,0,0
2023,"Dominican Republic",0,0,11331265,0,0
2019,"Early-demographic dividend",0,0,3355014793,0,160.5764912364
2021,"Early-demographic dividend",0,0,3432026092,0,197.9014630302
2022,"Early-demographic dividend",0,0,3470644834,0,185.44016271285
2023,"Early-demographic dividend",0,0,3511607650,0,0
2024,"Early-demographic dividend",0,0,3552278604,0,0
2019,"East Asia & Pacific",0,0,2359771090,0,100.77815111995
2021,"East Asia & Pacific",0,0,2375144416,0,107.0511438791
2022,"East Asia & Pacific",0,0,2379648196,0,104.9563518891
2023,"East Asia & Pacific",0,0,2384479340,0,0
2024,"East Asia & Pacific",0,0,2388378491,0,0
2019,"East Asia & Pacific (IDA & IBRD)",0,0,2086281644,0,105.59437607645
2021,"East Asia & Pacific (IDA & IBRD)",0,0,2102350702,0,111.7413098336
2022,"East Asia & Pacific (IDA & IBRD)",0,0,2107261123,0,106.62383101185
2023,"East Asia & Pacific (IDA & IBRD)",0,0,2111139152,0,0
2024,"East Asia & Pacific (IDA & IBRD)",0,0,2114653077,0,0
2019,"East Asia & Pacific (excluding high income)",0,0,2112289891,0,106.0707407301
2021,"East Asia & Pacific (excluding high income)",0,0,2128553744,0,112.15672354145
2022,"East Asia & Pacific (excluding high income)",0,0,2133560408,0,107.01586051065
2023,"East Asia & Pacific (excluding high income)",0,0,2137527754,0,0
2024,"East Asia & Pacific (excluding high income)",0,0,2141122258,0,0
2022,"Ecuador",0,0,17823897,0,103.853
2023,"Ecuador",0,0,17980083,0,0
2022,"Egypt, Arab Rep.",0,0,112618250,0,157.314
2023,"Egypt, Arab Rep.",0,0,114535772,0,0
2020,"El Salvador",0,0,6234673,1567500000,208.8045
2023,"El Salvador",0,0,6309624,2667100000,0
2019,"Equatorial Guinea",0,0,1670177,0,260.7295
2020,"Equatorial Guinea",0,0,1716468,0,280.6365
2021,"Equatorial Guinea",0,0,1758786,0,286.2535
2023,"Equatorial Guinea",0,0,1847549,0,0
2024,"Equatorial Guinea",0,0,1892516,0,0
2023,"Eritrea",0,0,3470390,0,0
2024,"Eritrea",0,0,3535603,0,0
2022,"Estonia",0,0,1348840,4464400000,0
2023,"Estonia",0,0,1370286,0,0
2019,"Eswatini",0,0,1179874,0,378.8835
2021,"Eswatini",0,0,1206593,0,444.6805
2023,"Eswatini",0,0,1230506,0,0
2024,"Eswatini",0,0,1242822,0,0
2023,"Ethiopia",0,0,128691692,0,0
2024,"Ethiopia",0,0,132059767,0,0
2019,"Euro area",0,0,346496601,0,62.0905042942
2021,"Euro area",0,0,347207191,0,0
2022,"Euro area",0,0,348700885,0,0
2023,"Euro area",0,0,350292725,0,0
2024,"Euro area",0,0,351125804,0,0
2019,"Europe & Central Asia",0,0,922218554,0,86.0336775433
2021,"Europe & Central Asia",0,0,924702975,0,0
2022,"Europe & Central Asia",0,0,925061269,0,0
2023,"Europe & Central Asia",0,0,925640799,0,0
2024,"Europe & Central Asia",0,0,928465742,0,0
2019,"Europe & Central Asia (IDA & IBRD)",0,0,462219596,0,0
2021,"Europe & Central Asia (IDA & IBRD)",0,0,463426293,0,0
2022,"Europe & Central Asia (IDA & IBRD)",0,0,461268322,0,0
2023,"Europe & Central Asia (IDA & IBRD)",0,0,458932506,0,0
2024,"Europe & Central Asia (IDA & IBRD)",0,0,459954508,0,0
2019,"Europe & Central Asia (excluding high income)",0,0,248863066,0,121.24218900035
2021,"Europe & Central Asia (excluding high income)",0,0,252189631,0,142.52365427095
2022,"Europe & Central Asia (excluding high income)",0,0,250840400,0,137.3164418137
2023,"Europe & Central Asia (excluding high income)",0,0,249053262,0,0
2024,"Europe & Central Asia (excluding high income)",0,0,250485944,0,0
2019,"European Union",0,0,446910453,0,70.4799210463
2021,"European Union",0,0,446227358,0,0
2022,"European Union",0,0,447703403,0,0
2023,"European Union",0,0,449425965,0,0
2024,"European Union",0,0,450185396,0,0
2019,"Faroe Islands",0,0,51793,0,0
2020,"Faroe Islands",0,0,52567,0,0
2021,"Faroe Islands",0,0,53305,0,0
2022,"Faroe Islands",0,0,53927,0,0
2023,"Faroe Islands",0,0,54439,0,0
2024,"Faroe Islands",0,0,54719,0,0
2019,"Fiji",0,0,914899,0,209.404
2020,"Fiji",0,0,914963,0,207.3615
2021,"Fiji",0,0,916711,0,216.7735
2022,"Fiji",0,0,919422,0,208.2905
2023,"Fiji",0,0,924145,0,0
2024,"Fiji",0,0,928784,0,0
2022,"Finland",0,0,5556106,0,65.5795
2023,"Finland",0,0,5583911,0,0
2019,"Fragile and conflict affected situations",0,0,973035228,0,251.403975709
2021,"Fragile and conflict affected situations",0,0,1016906998,0,272.050108201
2022,"Fragile and conflict affected situations",0,0,1036390026,0,265.38156068455
2023,"Fragile and conflict affected situations",0,0,1057033168,0,0
2024,"Fragile and conflict affected situations",0,0,1081767572,0,0
2022,"France",0,0,68065015,0,0
2023,"France",0,0,68287487,0,0
2019,"French Polynesia",0,0,279034,0,39.8945
2020,"French Polynesia",0,0,279209,0,38.908
2021,"French Polynesia",0,0,279792,0,59.397
2022,"French Polynesia",0,0,280378,0,37.719
2023,"French Polynesia",0,0,281118,0,0
2024,"French Polynesia",0,0,281807,0,0
2021,"Gabon",0,0,2376722,0,238.7115
2023,"Gabon",0,0,2484789,0,0
2024,"Gabon",0,0,2538952,0,0
2022,"Gambia, The",0,0,2636470,0,267.8005
2023,"Gambia, The",0,0,2697845,0,0
2024,"Gambia, The",0,0,2759988,0,0
2023,"Georgia",0,0,3715483,1944300000,0
2022,"Germany",0,0,83797985,6.57722e+11,0
2023,"Germany",0,0,83901923,6.28128e+11,0
2023,"Ghana",0,0,33787914,0,0
2019,"Gibraltar",0,0,35494,0,56.4695
2020,"Gibraltar",0,0,36173,0,56.3915
2021,"Gibraltar",0,0,36858,0,69.651
2022,"Gibraltar",0,0,37609,0,53.6335
2023,"Gibraltar",0,0,38471,0,0
2024,"Gibraltar",0,0,39329,0,0
2022,"Greece",0,0,10436882,1.811e+10,70.339
2023,"Greece",0,0,10405588,0,0
2019,"Greenland",0,0,56225,0,162.5145
2020,"Greenland",0,0,56367,0,162.023
2021,"Greenland",0,0,56653,0,161.4925
2022,"Greenland",0,0,56661,0,158.469
2023,"Greenland",0,0,56865,0,0
2024,"Greenland",0,0,56836,0,0
2019,"Grenada",0,0,115981,0,124.595
2020,"Grenada",0,0,116341,0,121.895
2021,"Grenada",0,0,116688,0,119.078
2022,"Grenada",0,0,116913,0,125.0925
2023,"Grenada",0,0,117081,0,0
2024,"Grenada",0,0,117207,0,0
2019,"Guam",0,0,161808,0,130.924
2020,"Guam",0,0,162158,0,128.259
2021,"Guam",0,0,163730,0,133.753
2022,"Guam",0,0,165180,0,127.8465
2023,"Guam",0,0,166506,0,0
2024,"Guam",0,0,167777,0,0
2022,"Guatemala",0,0,17847877,24709337491.76,226.6295
2023,"Guatemala",0,0,18124838,0,0
2019,"Guinea",0,0,13034346,0,263.3365
2020,"Guinea",0,0,13371183,0,271.0395
2021,"Guinea",0,0,13710513,0,283.4385
2023,"Guinea",0,0,14405468,0,0
2024,"Guinea",0,0,14754785,0,0
2019,"Guinea-Bissau",0,0,1967696,0,286.9325
2023,"Guinea-Bissau",0,0,2153339,0,0
2024,"Guinea-Bissau",0,0,2201352,0,0
2019,"Guyana",0,0,807665,0,219.8475
2021,"Guyana",0,0,815482,0,274.3285
2022,"Guyana",0,0,821637,0,267.2815
2023,"Guyana",0,0,826353,0,0
2024,"Guyana",0,0,831087,0,0
2019,"Haiti",0,0,11105163,0,228.1025
2020,"Haiti",0,0,11243848,0,230.838
2021,"Haiti",0,0,11374586,0,246.6265
2022,"Haiti",0,0,11503606,0,240.535
2023,"Haiti",0,0,11637398,0,0
2024,"Haiti",0,0,11772557,0,0
2019,"Heavily indebted poor countries (HIPC)",0,0,824649053,0,246.40477178145
2021,"Heavily indebted poor countries (HIPC)",0,0,870930036,0,267.5036270717
2022,"Heavily indebted poor countries (HIPC)",0,0,893906294,0,260.41367364705
2023,"Heavily indebted poor countries (HIPC)",0,0,917304254,0,0
2024,"Heavily indebted poor countries (HIPC)",0,0,941413026,0,0
2022,"High income",0,0,1398530204,0,0
2023,"High income",0,0,1408764584,0,0
2022,"Honduras",0,0,10463872,0,166.9825
2023,"Honduras",0,0,10644851,0,0
2019,"Hong Kong SAR, China",0,0,7507900,9.21e+10,39.715
2020,"Hong Kong SAR, China",0,0,7481000,1.052e+11,38.4915
2021,"Hong Kong SAR, China",0,0,7413100,1.188e+11,37.2755
2022,"Hong Kong SAR, China",0,0,7346100,1.459e+11,42.3165
2023,"Hong Kong SAR, China",0,0,7536100,0,0
2024,"Hong Kong SAR, China",0,0,7524100,0,0
2022,"Hungary",0,0,9605074,5839445459000,0
2023,"Hungary",0,0,9592186,0,0
2019,"IBRD only",0,0,4845361414,0,0
2021,"IBRD only",0,0,4905534420,0,0
2022,"IBRD only",0,0,4928522353,0,0
