"yr","country","beds","physicians","population","health_spend","mortality"
2020,"Iceland",0,4.317,0.366463,337333.07555102,54.278
2022,"Iceland",0,4.524,0.382003,435594.805418809,0
2020,"India",0,0.727,1402.617695,0,173.415
2020,"Indonesia",0,0.627,274.814866,526926614.133762,190.51
2022,"Indonesia",0,0.69,278.830529,522701671.311156,201.118
2019,"Iraq",0,0.873,41.192171,0,141.1215
2020,"Iraq",0,0.913,42.116605,0,175.0925
2021,"Iraq",0,0.972,43.071211,0,155.1525
2022,"Iraq",0,1.012,44.070551,0,144.729
2020,"Ireland",0,3.484,5.039747,20646.128,54.9285
2020,"Israel",0,3.584,9.2151,114907.903599582,0
2022,"Israel",0,3.713,9.5575,125624.857102453,0
2020,"Italy",0,3.997,59.438851,258712,51.957
2022,"Italy",0,4.248,59.013667,274710,0
2020,"Japan",0,2.614,126.261,97949300,50.079
2020,"Kazakhstan",0,4.028,19.482117,2375903.3634523,198.316
2022,"Kenya",0,0.102,54.252461,0,354.733
2020,"Korea, Rep.",0,2.508,51.836239,0,52.147
2020,"Kuwait",0,2.293,4.400267,0,64.0325
2020,"Lao PDR",0,0.357,7.346533,0,166.6335
2020,"Late-demographic dividend",0,2.46659151181567,2316.46182,0,97.033062166
2020,"Latin America & Caribbean",0,2.40741011841426,645.497651,0,157.51299507865
2020,"Latin America & Caribbean (IDA & IBRD)",0,2.28318215329993,630.051021,0,158.730521343
2020,"Latin America & Caribbean (excluding high income)",0,2.40738105292152,578.091505,0,159.7800346542
2020,"Latvia",0,3.345,1.900449,1749.566,0
2020,"Least developed countries: UN classification",0,0.290369550324184,1083.636132,0,225.3223535672
2022,"Lesotho",0,0.151,2.28611,0,490.035
2019,"Liberia",0,0.147,5.043721,0,278.0625
2020,"Liberia",0,0.153,5.149463,0,281.0395
2021,"Liberia",0,0.171,5.259323,0,288.6955
2022,"Liberia",0,0.18,5.373294,0,282.6005
2020,"Lithuania",0,4.442,2.810369,6122.911,153.119
2022,"Lithuania",0,5.127,2.831639,0,0
2020,"Low & middle income",0,1.33451312924296,6314.22317,0,161.93009548585
2020,"Low income",0,0.379801166400735,560.643073,0,249.36296661055
2020,"Lower middle income",0,0.714081941637722,2968.398856,0,187.23712361825
2020,"Malawi",0,0.049,19.533888,0,311.062
2022,"Malawi",0,0.049,20.568728,0,325.3275
2020,"Malaysia",0,2.228,33.889558,0,108.7655
2019,"Maldives",0,2.161,0.487731,0,49.0485
2022,"Mali",0,0.195,23.07264,0,277.0595
2020,"Malta",0,4.187,0.51549,935.281,36.2465
2019,"Mauritania",0,0.205,4.467708,0,187.028
2020,"Mauritania",0,0.208,4.600131,0,206.386
2021,"Mauritania",0,0.224,4.734874,0,212.1155
2022,"Mauritania",0,0.236,4.875637,0,208.671
2020,"Mauritius",0,2.658,1.266014,15119.0495234053,149.823
2022,"Mauritius",0,1.197,1.262523,16908.08214408,144.256
2020,"Mexico",0,2.441,126.799054,0,212.3225
2020,"Micronesia, Fed. Sts.",0,0.963,0.110916,34.174672,163.3135
2020,"Middle East & North Africa (IDA & IBRD)",0,1.0497824794182,687.728758,0,135.3310587355
2020,"Middle East & North Africa (excluding high income)",0,1.05797897769467,692.532027,0,135.0215001701
2020,"Middle East and North Africa",0,1.22612603921772,756.405281,0,126.9722758344
2020,"Middle income",0,1.41950395948463,5753.580097,0,153.52547433985
2020,"Moldova",0,4.057,2.63513,18570.8,186.5475
2019,"Monaco",0,8.865,0.038109,0,0
2020,"Monaco",0,8.889,0.03805,0,0
2020,"Mongolia",0,3.774,3.327204,1193089.4328861,172.9865
2020,"Montenegro",0,2.736,0.62659,0,102.579
2022,"Montenegro",0,2.752,0.623591,0,98.149
2019,"Mozambique",0,0.085,29.88438,0,286.3285
2020,"Mozambique",0,0.083,30.783688,0,287.289
2021,"Mozambique",0,0.081,31.7078,0,335.0555
2022,"Mozambique",0,0.082,32.656246,0,325.146
2019,"Myanmar",0,0.751,52.640713,926124.136,205.2375
2019,"Namibia",0,0.368,2.650494,0,340.1185
2020,"Namibia",0,0.416,2.728762,0,340.088
2021,"Namibia",0,0.467,2.810548,0,411.361
2022,"Namibia",0,0.543,2.889662,0,434.6865
2020,"Nepal",0,0.846,28.966574,100930.38,172.7525
2020,"Netherlands",0,3.849,17.4415,125379,54.6745
2020,"New Zealand",0,3.448,5.0902,22437.68,62.21
2022,"New Zealand",0,3.574,5.1171,31192.0344515456,0
2019,"Niger",0,0.038,22.947757,0,217.883
2020,"Niger",0,0.034,23.717613,0,247.829
2022,"Niger",0,0.023,25.311973,0,243.06
2022,"Nigeria",0,0.394,223.150896,0,357.234
2020,"North America",0,3.493689691469,369.67074,0,122.0392955049
2020,"North Macedonia",0,2.964,1.856124,0,85.538
2019,"Norway",0,4.968,5.347896,396134,49.1335
2020,"Norway",0,5.086,5.379475,419330,48.5715
2021,"Norway",0,5.168,5.40832,464310,47.34
2020,"OECD members",0,3.36820545971895,1369.327995,0,98.9321884608
2020,"Oman",0,1.994,4.522497,0,87.5135
2022,"Oman",0,2.058,4.730226,0,100.216
2020,"Other small states",0,2.02358418169122,12.417333,0,145.5344034782
2020,"Palau",0,1.778,0.017792,0,0
2020,"Panama",0,1.629,4.293261,0,119.4535
2019,"Papua New Guinea",0,0.061,9.60901,0,224.969
2021,"Papua New Guinea",0,0.063,10.012896,0,227.2705
2020,"Paraguay",0,1.133,6.603739,0,158.388
2022,"Paraguay",0,3.882,6.760464,0,184.4735
2022,"Peru",0,1.621,33.475438,0,155.803
2020,"Philippines",0,0.752,112.081264,0,130.829
2020,"Poland",0,3.281,37.515748,286649.53,0
2020,"Portugal",0,5.615,10.297081,15938.43,73.1985
2020,"Post-demographic dividend",0,3.67700449434693,1117.025276,0,87.79595957555
2020,"Pre-demographic dividend",0,0.245664903200451,998.624261,0,289.70061086465
2020,"Romania",0,3.298,19.26525,122698.199,112.791
2019,"Russian Federation",0,4.187,145.453291,11752658,0
2020,"Russian Federation",0,3.827,145.245148,10225195,0
2020,"Samoa",0,0.554,0.211944,0,139.3
2021,"Samoa",0,0.548,0.213779,0,139.3715
2019,"Sao Tome and Principe",0,0.489,0.213392,0,226.4285
2020,"Saudi Arabia",0,2.648,31.55251,0,98.347
2022,"Saudi Arabia",0,3.077,32.175224,0,85.94
2019,"Senegal",0,0.09,16.352922,0,172.1245
2020,"Senegal",0,0.084,16.789219,0,179.027
2021,"Senegal",0,0.101,17.220867,0,196.2195
2022,"Senegal",0,0.126,17.651103,0,187.734
2020,"Serbia",0,2.699,6.899126,0,100.0265
2019,"Seychelles",0,2.107,0.097625,0,133.788
2022,"Seychelles",0,3.819,0.119878,0,165.767
2019,"Sierra Leone",0,0.032,7.731991,0,236.335
2020,"Sierra Leone",0,0.07,7.912558,0,249.6125
2022,"Sierra Leone",0,0.043,8.276807,0,244.567
2020,"Singapore",0,2.508,5.685807,15744.2443473,46.4585
2020,"Slovak Republic",0,3.67,5.458827,11277.027,0
2020,"Slovenia",0,3.279,2.102419,7346.483,0
2020,"Small states",0,1.9163143732933,19.472157,0,155.55577961885
2020,"South Asia",0,0.730302721578094,1621.073417,0,171.27439078055
2020,"South Asia (IDA & IBRD)",0,0.730302721578094,1621.073417,0,171.27439078055
2019,"South Sudan",0,0.033,10.423384,0,331.8245
2020,"South Sudan",0,0.043,10.698467,0,338.992
2020,"Spain",0,4.577,47.359424,164675,56.2885
2020,"Sri Lanka",0,1.212,21.919,0,109.0445
2020,"Sub-Saharan Africa",0,0.231025086835824,1169.015451,0,287.4948837142
2020,"Sub-Saharan Africa (IDA & IBRD)",0,0.231025086835824,1169.015451,0,287.4948837142
2020,"Sub-Saharan Africa (excluding high income)",0,0.244840931895355,1049.999318,0,287.50939316305
2021,"Suriname",0,1.478,0.617896,0,199.129
2020,"Sweden",0,4.313,10.353442,740684,48.7595
2020,"Switzerland",0,4.389,8.638167,35284.40216107,44.6305
2020,"Tajikistan",0,2.119,9.74931,0,180.873
2022,"Tanzania",0,0.133,64.711821,0,215.5735
2020,"Thailand",0,0.928,71.641484,222878.885752081,122.461
2019,"Timor-Leste",0,0.776,1.300945,0,174.488
2020,"Timor-Leste",0,0.767,1.326053,0,169.0235
2019,"Togo",0,0.076,8.463068,0,269.427
2020,"Togo",0,0.081,8.66972,0,269.463
2021,"Togo",0,0.059,8.878379,0,260.6295
2022,"Togo",0,0.083,9.089738,0,261.389
2019,"Tonga",0,1.019,0.105669,0,194.761
2020,"Tonga",0,0.95,0.105704,0,194.5615
2021,"Tonga",0,1.009,0.10549,0,193.822
2020,"Trinidad and Tobago",0,4.193,1.366725,0,150.258
2020,"Tunisia",0,1.295,11.974057,0,97.3285
2020,"Turkiye",0,2.036,83.38468,434640.381389006,94.4645
2019,"Turkmenistan",0,2.162,6.803944,0,175.0035
2020,"Turkmenistan",0,2.179,6.949912,0,177.1895
2021,"Turkmenistan",0,2.144,7.092043,0,169.4415
2020,"Tuvalu",0,1.261,0.010399,0,300.6285
2020,"Uganda",0,0.158,44.457152,0,291.1885
2022,"Uganda",0,0.168,47.312719,0,279.7815
2020,"United Arab Emirates",0,2.879,9.401038,0,59.196
2020,"United Kingdom",0,3.041,66.744,213498,75.9225
2022,"United Kingdom",0,3.174,67.604,229124,0
2020,"United States",0,3.555,331.57772,3308404,127.629
2020,"Upper middle income",0,2.18406678701805,2785.181241,0,120.2010745716
2022,"Uruguay",0,4.63,3.390913,0,108.278
2020,"Uzbekistan",0,2.784,33.586372,35912884.7609,169.5315
2019,"Vanuatu",0,0.158,0.291985,0,172.5555
2020,"World",0,1.71183548730133,7855.07506,0,149.88043230505
2020,"Zambia",0,0.255,19.059395,0,279.139
2022,"Zambia",0,0.262,20.152938,0,300.968
2020,"Zimbabwe",0,0.189,15.526888,0,353.827
2022,"Zimbabwe",0,0.166,16.069056,0,387.3745
2021,"Afghanistan",0,0,40.000412,0,278.1995
2022,"Afghanistan",0,0,40.578842,0,266.29
2023,"Afghanistan",0,0,41.454761,0,0
2024,"Afghanistan",0,0,42.647492,0,0
2019,"Africa Eastern and Southern",0,0,675.950189,0,260.70781029035
2021,"Africa Eastern and Southern",0,0,713.090928,0,285.21308254575
2022,"Africa Eastern and Southern",0,0,731.821393,0,279.5111088274
2023,"Africa Eastern and Southern",0,0,750.503764,0,0
2024,"Africa Eastern and Southern",0,0,769.294618,0,0
2019,"Africa Western and Central",0,0,463.365429,0,309.3792592922
2021,"Africa Western and Central",0,0,485.920997,0,325.91945864995
2022,"Africa Western and Central",0,0,497.38718,0,314.8773641699
2023,"Africa Western and Central",0,0,509.398589,0,0
2024,"Africa Western and Central",0,0,521.764076,0,0
2022,"Albania",0,0,2.777689,93235.5,89.1965
2023,"Albania",0,0,2.745972,96046.53,0
2020,"Algeria",0,0,44.042091,0,98.3375
2022,"Algeria",0,0,45.477389,0,77.655
2023,"Algeria",0,0,46.164219,0,0
2019,"American Samoa",0,0,0.050209,0,0
2020,"American Samoa",0,0,0.049761,0,0
2021,"American Samoa",0,0,0.049225,0,0
2022,"American Samoa",0,0,0.048342,0,0
2023,"American Samoa",0,0,0.047521,0,0
2024,"American Samoa",0,0,0.046765,0,0
2019,"Andorra",0,0,0.076474,0,0
2020,"Andorra",0,0,0.07738,0,0
2021,"Andorra",0,0,0.078364,0,0
2022,"Andorra",0,0,0.079705,0,0
2023,"Andorra",0,0,0.080856,0,0
2024,"Andorra",0,0,0.081938,0,0
2019,"Angola",0,0,32.375632,0,259.9745
2020,"Angola",0,0,33.451132,0,263.063
2021,"Angola",0,0,34.532429,0,279.228
2023,"Angola",0,0,36.749906,0,0
2024,"Angola",0,0,37.885849,0,0
2019,"Antigua and Barbuda",0,0,0.091364,0,83.8855
2020,"Antigua and Barbuda",0,0,0.091846,0,81.2735
2021,"Antigua and Barbuda",0,0,0.092349,0,78.6435
2022,"Antigua and Barbuda",0,0,0.09284,0,82.82
2023,"Antigua and Barbuda",0,0,0.093316,0,0
2024,"Antigua and Barbuda",0,0,0.093772,0,0
2019,"Arab World",0,0,444.281315,0,133.47869529245
2021,"Arab World",0,0,460.646603,0,144.41431504045
2022,"Arab World",0,0,471.352066,0,142.3890752321
2023,"Arab World",0,0,482.105978,0,0
2024,"Arab World",0,0,492.579811,0,0
2023,"Argentina",0,0,45.538401,0,0
2020,"Armenia",0,0,2.9615,147544.7455727,167.625
2022,"Armenia",0,0,2.9692,142386.1172008,152.4795
2023,"Armenia",0,0,2.9643,143159.464898,0
2019,"Aruba",0,0,0.109203,0,91.174
2020,"Aruba",0,0,0.108587,0,91.8905
2021,"Aruba",0,0,0.1077,0,105.4155
2022,"Aruba",0,0,0.10731,0,102.581
2023,"Aruba",0,0,0.107359,0,0
2024,"Aruba",0,0,0.107624,0,0
2022,"Australia",0,0,26.014399,289616,0
2023,"Australia",0,0,26.652777,0,0
2023,"Austria",0,0,9.131761,0,0
2022,"Azerbaijan",0,0,10.141756,1433.026,125.814
2023,"Azerbaijan",0,0,10.153958,0,0
2019,"Bahamas, The",0,0,0.394675,0,196.849
2020,"Bahamas, The",0,0,0.395863,0,183.5305
2021,"Bahamas, The",0,0,0.396373,0,197.5495
2022,"Bahamas, The",0,0,0.397538,0,170.265
2023,"Bahamas, The",0,0,0.39944,0,0
2024,"Bahamas, The",0,0,0.401283,0,0
2020,"Bahrain",0,0,1.472204,0,55.173
2022,"Bahrain",0,0,1.524693,0,55.082
2023,"Bahrain",0,0,1.577059,0,0
2022,"Bangladesh",0,0,169.384897,0,118.795
2023,"Bangladesh",0,0,171.46699,0,0
2023,"Barbados",0,0,0.282336,0,0
2021,"Belarus",0,0,9.302585,17095.29519357,0
2022,"Belarus",0,0,9.228071,17577.02876216,0
2023,"Belarus",0,0,9.178298,21059.90587791,0
2024,"Belarus",0,0,9.133712,0,0
2022,"Belgium",0,0,11.68021,0,62.4555
2023,"Belgium",0,0,11.787423,0,0
2019,"Belize",0,0,0.385829,0,147.271
2020,"Belize",0,0,0.390812,0,185.942
2021,"Belize",0,0,0.395346,0,216.628
2022,"Belize",0,0,0.402733,0,203.2075
2023,"Belize",0,0,0.411106,0,0
2024,"Belize",0,0,0.417072,0,0
2020,"Benin",0,0,13.070169,0,267.5675
2023,"Benin",0,0,14.111034,0,0
2019,"Bermuda",0,0,0.064107,0,70.6115
2020,"Bermuda",0,0,0.064382,0,69.4845
2021,"Bermuda",0,0,0.064648,0,95.5485
2022,"Bermuda",0,0,0.064749,0,71.412
2023,"Bermuda",0,0,0.064698,0,0
2024,"Bermuda",0,0,0.064636,0,0
2023,"Bhutan",0,0,0.786385,0,0
2024,"Bhutan",0,0,0.791524,0,0
2022,"Bolivia",0,0,12.077154,0,246.1395
2023,"Bolivia",0,0,12.244159,0,0
2020,"Bosnia and Herzegovina",0,0,3.299349,0,74.963
2022,"Bosnia and Herzegovina",0,0,3.204802,0,84.35
2023,"Bosnia and Herzegovina",0,0,3.185073,0,0
2023,"Botswana",0,0,2.480244,0,0
2020,"Brazil",0,0,208.660842,0,142.568
2022,"Brazil",0,0,210.306415,0,156.3195
2023,"Brazil",0,0,211.140729,0,0
2019,"British Virgin Islands",0,0,0.036395,0,85.7565
2020,"British Virgin Islands",0,0,0.037135,0,86.0315
2021,"British Virgin Islands",0,0,0.037809,0,99.7985
2022,"British Virgin Islands",0,0,0.038319,0,82.552
2023,"British Virgin Islands",0,0,0.038985,0,0
2024,"British Virgin Islands",0,0,0.039471,0,0
2019,"Brunei Darussalam",0,0,0.44268,0,120.5
2020,"Brunei Darussalam",0,0,0.447404,0,119.3645
2022,"Brunei Darussalam",0,0,0.45537,0,118.979
2023,"Brunei Darussalam",0,0,0.458949,0,0
2024,"Brunei Darussalam",0,0,0.462721,0,0
2023,"Bulgaria",0,0,6.446596,0,0
2023,"Burkina Faso",0,0,23.025776,0,0
2024,"Burkina Faso",0,0,23.548781,0,0
2019,"Burundi",0,0,12.255336,0,265.396
2022,"Burundi",0,0,13.321097,0,276.3375
2023,"Burundi",0,0,13.68945,0,0
2024,"Burundi",0,0,14.047786,0,0
2019,"Cabo Verde",0,0,0.514104,0,121.9485
2020,"Cabo Verde",0,0,0.514679,0,130.8325
2021,"Cabo Verde",0,0,0.516649,0,138.92
2022,"Cabo Verde",0,0,0.519741,0,132.634
2023,"Cabo Verde",0,0,0.522331,0,0
2024,"Cabo Verde",0,0,0.524877,0,0
2020,"Cambodia",0,0,16.725474,0,167.7485
2022,"Cambodia",0,0,17.201724,0,174.9685
2023,"Cambodia",0,0,17.42388,0,0
2023,"Cameroon",0,0,28.372687,0,0
2023,"Canada",0,0,40.083484,253196,0
2019,"Caribbean small states",0,0,4.443134,0,171.8567581402
2021,"Caribbean small states",0,0,4.479167,0,200.4452404392
2022,"Caribbean small states",0,0,4.49731,0,193.6700927848
2023,"Caribbean small states",0,0,4.519904,0,0
2024,"Caribbean small states",0,0,4.53906,0,0
2019,"Cayman Islands",0,0,0.067327,0,0
2020,"Cayman Islands",0,0,0.068684,0,0
2021,"Cayman Islands",0,0,0.070108,0,0
2022,"Cayman Islands",0,0,0.071591,0,0
2023,"Cayman Islands",0,0,0.073038,0,0
2024,"Cayman Islands",0,0,0.074457,0,0
2019,"Central African Republic",0,0,4.944703,0,394.265
2020,"Central African Republic",0,0,5.026628,0,407.99
2022,"Central African Republic",0,0,5.098039,0,418.995
2023,"Central African Republic",0,0,5.152421,0,0
2024,"Central African Republic",0,0,5.33069,0,0
2019,"Central Electricity Board (CEB)",0,0,101.864274,0,106.00473782835
2021,"Central Electricity Board (CEB)",0,0,100.205732,0,0
2022,"Central Electricity Board (CEB)",0,0,100.071871,0,0
2023,"Central Electricity Board (CEB)",0,0,100.175859,0,0
2024,"Central Electricity Board (CEB)",0,0,100.050066,0,0
2023,"Chad",0,0,19.319064,0,0
2024,"Chad",0,0,20.299123,0,0
2019,"Channel Islands",0,0,0.165639,0,49.5675
2020,"Channel Islands",0,0,0.166235,0,50.2265
2021,"Channel Islands",0,0,0.166741,0,50.393
2022,"Channel Islands",0,0,0.167215,0,48.505
2023,"Channel Islands",0,0,0.167691,0,0
2024,"Channel Islands",0,0,0.168126,0,0
2023,"Chile",0,0,19.658835,0,0
2022,"China",0,0,1412.175,8654457.06,78.978
2023,"China",0,0,1410.71,0,0
2022,"Colombia",0,0,51.737944,0,148.5295
2023,"Colombia",0,0,52.321152,0,0
2019,"Comoros",0,0,0.786578,0,227.775
2021,"Comoros",0,0,0.818174,0,241.031
2022,"Comoros",0,0,0.834188,0,236.5895
2023,"Comoros",0,0,0.850387,0,0
2024,"Comoros",0,0,0.866628,0,0
2020,"Congo, Dem. Rep.",0,0,95.989998,0,280.959
2023,"Congo, Dem. Rep.",0,0,105.789731,0,0
2024,"Congo, Dem. Rep.",0,0,109.276265,0,0
2019,"Congo, Rep.",0,0,5.616661,0,289.8565
2020,"Congo, Rep.",0,0,5.752791,0,276.687
2021,"Congo, Rep.",0,0,5.892183,0,282.0035
2023,"Congo, Rep.",0,0,6.182885,0,0
2024,"Congo, Rep.",0,0,6.332961,0,0
2023,"Costa Rica",0,0,5.105525,0,0
2023,"Cote d'Ivoire",0,0,31.165654,0,0
2022,"Croatia",0,0,3.855641,8450.354,70.259
2023,"Croatia",0,0,3.859686,0,0
2022,"Cuba",0,0,11.05982,0,98.4225
2023,"Cuba",0,0,11.019931,0,0
2024,"Cuba",0,0,10.979783,0,0
2019,"Curacao",0,0,0.157441,0,101.1225
2020,"Curacao",0,0,0.154947,0,101.177
2021,"Curacao",0,0,0.152369,0,107.724
2022,"Curacao",0,0,0.149996,0,97.1415
2023,"Curacao",0,0,0.1558,0,0
2024,"Curacao",0,0,0.1559,0,0
2022,"Cyprus",0,0,1.33137,3035.9,52.513
2023,"Cyprus",0,0,1.344976,0,0
2022,"Czechia",0,0,10.672118,1169351,0
2023,"Czechia",0,0,10.864042,0,0
2022,"Denmark",0,0,5.903037,443530,56.515
2023,"Denmark",0,0,5.946952,0,0
2019,"Djibouti",0,0,1.088709,0,250.9365
2020,"Djibouti",0,0,1.105188,0,257.3155
2021,"Djibouti",0,0,1.121248,0,266.6055
2022,"Djibouti",0,0,1.137096,0,260.049
2023,"Djibouti",0,0,1.152944,0,0
2024,"Djibouti",0,0,1.168722,0,0
2019,"Dominica",0,0,0.06788,0,135.781
2020,"Dominica",0,0,0.067573,0,135.1595
2021,"Dominica",0,0,0.067202,0,140.3705
2022,"Dominica",0,0,0.066826,0,139.6665
2023,"Dominica",0,0,0.06651,0,0
2024,"Dominica",0,0,0.066205,0,0
2023,"Dominican Republic",0,0,11.331265,0,0
2019,"Early-demographic dividend",0,0,3355.014793,0,160.5764912364
2021,"Early-demographic dividend",0,0,3432.026092,0,197.9014630302
2022,"Early-demographic dividend",0,0,3470.644834,0,185.44016271285
2023,"Early-demographic dividend",0,0,3511.60765,0,0
2024,"Early-demographic dividend",0,0,3552.278604,0,0
2019,"East Asia & Pacific",0,0,2359.77109,0,100.77815111995
2021,"East Asia & Pacific",0,0,2375.144416,0,107.0511438791
2022,"East Asia & Pacific",0,0,2379.648196,0,104.9563518891
2023,"East Asia & Pacific",0,0,2384.47934,0,0
2024,"East Asia & Pacific",0,0,2388.378491,0,0
2019,"East Asia & Pacific (IDA & IBRD)",0,0,2086.281644,0,105.59437607645
2021,"East Asia & Pacific (IDA & IBRD)",0,0,2102.350702,0,111.7413098336
2022,"East Asia & Pacific (IDA & IBRD)",0,0,2107.261123,0,106.62383101185
2023,"East Asia & Pacific (IDA & IBRD)",0,0,2111.139152,0,0
2024,"East Asia & Pacific (IDA & IBRD)",0,0,2114.653077,0,0
2019,"East Asia & Pacific (excluding high income)",0,0,2112.289891,0,106.0707407301
2021,"East Asia & Pacific (excluding high income)",0,0,2128.553744,0,112.15672354145
2022,"East Asia & Pacific (excluding high income)",0,0,2133.560408,0,107.01586051065
2023,"East Asia & Pacific (excluding high income)",0,0,2137.527754,0,0
2024,"East Asia & Pacific (excluding high income)",0,0,2141.122258,0,0
2022,"Ecuador",0,0,17.823897,0,103.853
2023,"Ecuador",0,0,17.980083,0,0
2022,"Egypt, Arab Rep.",0,0,112.61825,0,157.314
2023,"Egypt, Arab Rep.",0,0,114.535772,0,0
2020,"El Salvador",0,0,6.234673,1567.5,208.8045
2023,"El Salvador",0,0,6.309624,2667.1,0
2019,"Equatorial Guinea",0,0,1.670177,0,260.7295
2020,"Equatorial Guinea",0,0,1.716468,0,280.6365
2021,"Equatorial Guinea",0,0,1.758786,0,286.2535
2023,"Equatorial Guinea",0,0,1.847549,0,0
2024,"Equatorial Guinea",0,0,1.892516,0,0
2023,"Eritrea",0,0,3.47039,0,0
2024,"Eritrea",0,0,3.535603,0,0
2022,"Estonia",0,0,1.34884,4464.4,0
2023,"Estonia",0,0,1.370286,0,0
2019,"Eswatini",0,0,1.179874,0,378.8835
2021,"Eswatini",0,0,1.206593,0,444.6805
2023,"Eswatini",0,0,1.230506,0,0
2024,"Eswatini",0,0,1.242822,0,0
2023,"Ethiopia",0,0,128.691692,0,0
2024,"Ethiopia",0,0,132.059767,0,0
2019,"Euro area",0,0,346.496601,0,62.0905042942
2021,"Euro area",0,0,347.207191,0,0
2022,"Euro area",0,0,348.700885,0,0
2023,"Euro area",0,0,350.292725,0,0
2024,"Euro area",0,0,351.125804,0,0
2019,"Europe & Central Asia",0,0,922.218554,0,86.0336775433
2021,"Europe & Central Asia",0,0,924.702975,0,0
2022,"Europe & Central Asia",0,0,925.061269,0,0
2023,"Europe & Central Asia",0,0,925.640799,0,0
2024,"Europe & Central Asia",0,0,928.465742,0,0
2019,"Europe & Central Asia (IDA & IBRD)",0,0,462.219596,0,0
2021,"Europe & Central Asia (IDA & IBRD)",0,0,463.426293,0,0
2022,"Europe & Central Asia (IDA & IBRD)",0,0,461.268322,0,0
2023,"Europe & Central Asia (IDA & IBRD)",0,0,458.932506,0,0
2024,"Europe & Central Asia (IDA & IBRD)",0,0,459.954508,0,0
2019,"Europe & Central Asia (excluding high income)",0,0,248.863066,0,121.24218900035
2021,"Europe & Central Asia (excluding high income)",0,0,252.189631,0,142.52365427095
2022,"Europe & Central Asia (excluding high income)",0,0,250.8404,0,137.3164418137
2023,"Europe & Central Asia (excluding high income)",0,0,249.053262,0,0
2024,"Europe & Central Asia (excluding high income)",0,0,250.485944,0,0
2019,"European Union",0,0,446.910453,0,70.4799210463
2021,"European Union",0,0,446.227358,0,0
2022,"European Union",0,0,447.703403,0,0
2023,"European Union",0,0,449.425965,0,0
2024,"European Union",0,0,450.185396,0,0
2019,"Faroe Islands",0,0,0.051793,0,0
2020,"Faroe Islands",0,0,0.052567,0,0
2021,"Faroe Islands",0,0,0.053305,0,0
2022,"Faroe Islands",0,0,0.053927,0,0
2023,"Faroe Islands",0,0,0.054439,0,0
2024,"Faroe Islands",0,0,0.054719,0,0
2019,"Fiji",0,0,0.914899,0,209.404
2020,"Fiji",0,0,0.914963,0,207.3615
2021,"Fiji",0,0,0.916711,0,216.7735
2022,"Fiji",0,0,0.919422,0,208.2905
2023,"Fiji",0,0,0.924145,0,0
2024,"Fiji",0,0,0.928784,0,0
2022,"Finland",0,0,5.556106,0,65.5795
2023,"Finland",0,0,5.583911,0,0
2019,"Fragile and conflict affected situations",0,0,973.035228,0,251.403975709
2021,"Fragile and conflict affected situations",0,0,1016.906998,0,272.050108201
2022,"Fragile and conflict affected situations",0,0,1036.390026,0,265.38156068455
2023,"Fragile and conflict affected situations",0,0,1057.033168,0,0
2024,"Fragile and conflict affected situations",0,0,1081.767572,0,0
2022,"France",0,0,68.065015,0,0
2023,"France",0,0,68.287487,0,0
2019,"French Polynesia",0,0,0.279034,0,39.8945
2020,"French Polynesia",0,0,0.279209,0,38.908
2021,"French Polynesia",0,0,0.279792,0,59.397
2022,"French Polynesia",0,0,0.280378,0,37.719
2023,"French Polynesia",0,0,0.281118,0,0
2024,"French Polynesia",0,0,0.281807,0,0
2021,"Gabon",0,0,2.376722,0,238.7115
2023,"Gabon",0,0,2.484789,0,0
2024,"Gabon",0,0,2.538952,0,0
2022,"Gambia, The",0,0,2.63647,0,267.8005
2023,"Gambia, The",0,0,2.697845,0,0
2024,"Gambia, The",0,0,2.759988,0,0
2023,"Georgia",0,0,3.715483,1944.3,0
2022,"Germany",0,0,83.797985,657722,0
2023,"Germany",0,0,83.901923,628128,0
2023,"Ghana",0,0,33.787914,0,0
2019,"Gibraltar",0,0,0.035494,0,56.4695
2020,"Gibraltar",0,0,0.036173,0,56.3915
2021,"Gibraltar",0,0,0.036858,0,69.651
2022,"Gibraltar",0,0,0.037609,0,53.6335
2023,"Gibraltar",0,0,0.038471,0,0
2024,"Gibraltar",0,0,0.039329,0,0
2022,"Greece",0,0,10.436882,18110,70.339
2023,"Greece",0,0,10.405588,0,0
2019,"Greenland",0,0,0.056225,0,162.5145
2020,"Greenland",0,0,0.056367,0,162.023
2021,"Greenland",0,0,0.056653,0,161.4925
2022,"Greenland",0,0,0.056661,0,158.469
2023,"Greenland",0,0,0.056865,0,0
2024,"Greenland",0,0,0.056836,0,0
2019,"Grenada",0,0,0.115981,0,124.595
2020,"Grenada",0,0,0.116341,0,121.895
2021,"Grenada",0,0,0.116688,0,119.078
2022,"Grenada",0,0,0.116913,0,125.0925
2023,"Grenada",0,0,0.117081,0,0
2024,"Grenada",0,0,0.117207,0,0
2019,"Guam",0,0,0.161808,0,130.924
2020,"Guam",0,0,0.162158,0,128.259
2021,"Guam",0,0,0.16373,0,133.753
2022,"Guam",0,0,0.16518,0,127.8465
2023,"Guam",0,0,0.166506,0,0
2024,"Guam",0,0,0.167777,0,0
2022,"Guatemala",0,0,17.847877,24709.33749176,226.6295
2023,"Guatemala",0,0,18.124838,0,0
2019,"Guinea",0,0,13.034346,0,263.3365
2020,"Guinea",0,0,13.371183,0,271.0395
