"yr","country","beds","physicians","population","health_spend","mortality"
2021,"Guinea",0,0,13.710513,0,283.4385
2023,"Guinea",0,0,14.405468,0,0
2024,"Guinea",0,0,14.754785,0,0
2019,"Guinea-Bissau",0,0,1.967696,0,286.9325
2023,"Guinea-Bissau",0,0,2.153339,0,0
2024,"Guinea-Bissau",0,0,2.201352,0,0
2019,"Guyana",0,0,0.807665,0,219.8475
2021,"Guyana",0,0,0.815482,0,274.3285
2022,"Guyana",0,0,0.821637,0,267.2815
2023,"Guyana",0,0,0.826353,0,0
2024,"Guyana",0,0,0.831087,0,0
2019,"Haiti",0,0,11.105163,0,228.1025
2020,"Haiti",0,0,11.243848,0,230.838
2021,"Haiti",0,0,11.374586,0,246.6265
2022,"Haiti",0,0,11.503606,0,240.535
2023,"Haiti",0,0,11.637398,0,0
2024,"Haiti",0,0,11.772557,0,0
2019,"Heavily indebted poor countries (HIPC)",0,0,824.649053,0,246.40477178145
2021,"Heavily indebted poor countries (HIPC)",0,0,870.930036,0,267.5036270717
2022,"Heavily indebted poor countries (HIPC)",0,0,893.906294,0,260.41367364705
2023,"Heavily indebted poor countries (HIPC)",0,0,917.304254,0,0
2024,"Heavily indebted poor countries (HIPC)",0,0,941.413026,0,0
2022,"High income",0,0,1398.530204,0,0
2023,"High income",0,0,1408.764584,0,0
2022,"Honduras",0,0,10.463872,0,166.9825
2023,"Honduras",0,0,10.644851,0,0
2019,"Hong Kong SAR, China",0,0,7.5079,92100,39.715
2020,"Hong Kong SAR, China",0,0,7.481,105200,38.4915
2021,"Hong Kong SAR, China",0,0,7.4131,118800,37.2755
2022,"Hong Kong SAR, China",0,0,7.3461,145900,42.3165
2023,"Hong Kong SAR, China",0,0,7.5361,0,0
2024,"Hong Kong SAR, China",0,0,7.5241,0,0
2022,"Hungary",0,0,9.605074,5839445.459,0
2023,"Hungary",0,0,9.592186,0,0
2019,"IBRD only",0,0,4845.361414,0,0
2021,"IBRD only",0,0,4905.53442,0,0
2022,"IBRD only",0,0,4928.522353,0,0
2023,"IBRD only",0,0,4952.554878,0,0
2024,"IBRD only",0,0,4979.720059,0,0
2019,"IDA & IBRD total",0,0,6594.502842,0,152.5679652172
2021,"IDA & IBRD total",0,0,6732.972939,0,178.6313944182
2022,"IDA & IBRD total",0,0,6795.050443,0,170.4586805833
2023,"IDA & IBRD total",0,0,6858.864199,0,0
2024,"IDA & IBRD total",0,0,6926.456321,0,0
2019,"IDA blend",0,0,614.017319,0,0
2021,"IDA blend",0,0,639.196319,0,0
2022,"IDA blend",0,0,651.895919,0,0
2023,"IDA blend",0,0,664.395892,0,0
2024,"IDA blend",0,0,676.957651,0,0
2019,"IDA only",0,0,1135.124109,0,0
2021,"IDA only",0,0,1188.2422,0,0
2022,"IDA only",0,0,1214.632171,0,0
2023,"IDA only",0,0,1241.913429,0,0
2024,"IDA only",0,0,1269.778611,0,0
2019,"IDA total",0,0,1749.141428,0,0
2021,"IDA total",0,0,1827.438519,0,0
2022,"IDA total",0,0,1866.52809,0,0
2023,"IDA total",0,0,1906.309321,0,0
2024,"IDA total",0,0,1946.736262,0,0
2023,"Iceland",0,0,0.393349,472999.995330069,0
2022,"India",0,0,1425.423212,0,209.8355
2023,"India",0,0,1438.069596,0,0
2023,"Indonesia",0,0,281.190067,0,0
2020,"Iran, Islamic Rep.",0,0,87.723443,0,119.974
2022,"Iran, Islamic Rep.",0,0,89.524246,0,108.425
2023,"Iran, Islamic Rep.",0,0,90.608707,0,0
2023,"Iraq",0,0,45.074049,0,0
2024,"Iraq",0,0,46.042015,0,0
2022,"Ireland",0,0,5.212836,0,0
2023,"Ireland",0,0,5.3076,0,0
2019,"Isle of Man",0,0,0.083957,0,66.2585
2020,"Isle of Man",0,0,0.084064,0,67.2805
2021,"Isle of Man",0,0,0.084106,0,68.9255
2022,"Isle of Man",0,0,0.084132,0,67.143
2023,"Isle of Man",0,0,0.084165,0,0
2024,"Isle of Man",0,0,0.08416,0,0
2023,"Israel",0,0,9.849,0,0
2023,"Italy",0,0,58.993475,0,0
2020,"Jamaica",0,0,2.830739,0,161.315
2022,"Jamaica",0,0,2.839144,0,176.676
2023,"Jamaica",0,0,2.839786,0,0
2022,"Japan",0,0,125.124989,108777600,0
2023,"Japan",0,0,124.51665,0,0
2020,"Jordan",0,0,10.865228,0,93.7465
2022,"Jordan",0,0,11.256263,0,102.833
2023,"Jordan",0,0,11.439213,0,0
2022,"Kazakhstan",0,0,20.034609,5646330.20947055,197.319
2023,"Kazakhstan",0,0,20.330104,5956797.52216071,0
2020,"Kenya",0,0,52.217334,316579.4524481,344.09
2023,"Kenya",0,0,55.339003,88131.59334305,0
2019,"Kiribati",0,0,0.123921,34.06546383,189.2385
2020,"Kiribati",0,0,0.126099,28.92774902,186.9765
2021,"Kiribati",0,0,0.128377,34.36385049,184.081
2022,"Kiribati",0,0,0.130469,39.35744406,184.715
2023,"Kiribati",0,0,0.13253,42.1262,0
2024,"Kiribati",0,0,0.134518,0,0
2019,"Korea, Dem. People's Rep.",0,0,26.037632,0,144.123
2020,"Korea, Dem. People's Rep.",0,0,26.136312,0,144.3095
2021,"Korea, Dem. People's Rep.",0,0,26.232534,0,145.3465
2022,"Korea, Dem. People's Rep.",0,0,26.328845,0,138.413
2023,"Korea, Dem. People's Rep.",0,0,26.418204,0,0
2024,"Korea, Dem. People's Rep.",0,0,26.498823,0,0
2022,"Korea, Rep.",0,0,51.672569,0,39.492
2023,"Korea, Rep.",0,0,51.712619,0,0
2019,"Kosovo",0,0,1.788891,178.60611506,71.6735
2020,"Kosovo",0,0,1.790151,252.96964612,81.343
2021,"Kosovo",0,0,1.786079,276.4812656,84.171
2022,"Kosovo",0,0,1.768096,238.14890877,69.7985
2023,"Kosovo",0,0,1.682668,298.44066624,0
2024,"Kosovo",0,0,1.527324,0,0
2022,"Kuwait",0,0,4.589643,0,42.8425
2023,"Kuwait",0,0,4.85342,0,0
2020,"Kyrgyz Republic",0,0,6.726596,39277.572,192.9765
2022,"Kyrgyz Republic",0,0,6.97522,55593.2,182.777
2023,"Kyrgyz Republic",0,0,7.09975,66236.11,0
2022,"Lao PDR",0,0,7.559007,0,168.7955
2023,"Lao PDR",0,0,7.664993,0,0
2019,"Late-demographic dividend",0,0,2309.164437,0,94.86543223485
2021,"Late-demographic dividend",0,0,2320.449542,0,100.6027710724
2022,"Late-demographic dividend",0,0,2324.125644,0,97.0114661969
2023,"Late-demographic dividend",0,0,2326.6369,0,0
2024,"Late-demographic dividend",0,0,2328.890789,0,0
2019,"Latin America & Caribbean",0,0,640.962372,0,129.23436304505
2021,"Latin America & Caribbean",0,0,649.234493,0,173.8225412773
2022,"Latin America & Caribbean",0,0,653.104795,0,151.24093897875
2023,"Latin America & Caribbean",0,0,657.617663,0,0
2024,"Latin America & Caribbean",0,0,662.18595,0,0
2019,"Latin America & Caribbean (IDA & IBRD)",0,0,625.467307,0,129.84494243615
2021,"Latin America & Caribbean (IDA & IBRD)",0,0,633.86261,0,174.7756640123
2022,"Latin America & Caribbean (IDA & IBRD)",0,0,637.837815,0,152.4457988404
2023,"Latin America & Caribbean (IDA & IBRD)",0,0,642.397939,0,0
2024,"Latin America & Caribbean (IDA & IBRD)",0,0,647.003746,0,0
2019,"Latin America & Caribbean (excluding high income)",0,0,573.311679,0,129.336540539
2021,"Latin America & Caribbean (excluding high income)",0,0,581.884231,0,176.9374882727
2022,"Latin America & Caribbean (excluding high income)",0,0,585.648822,0,152.77468627085
2023,"Latin America & Caribbean (excluding high income)",0,0,589.889543,0,0
2024,"Latin America & Caribbean (excluding high income)",0,0,594.158638,0,0
2022,"Latvia",0,0,1.879383,2319.557,0
2023,"Latvia",0,0,1.877445,0,0
2019,"Least developed countries: UN classification",0,0,1058.013514,0,217.11058319735
2021,"Least developed countries: UN classification",0,0,1109.175268,0,236.73902982325
2022,"Least developed countries: UN classification",0,0,1134.585604,0,225.94686742665
2023,"Least developed countries: UN classification",0,0,1160.824674,0,0
2024,"Least developed countries: UN classification",0,0,1187.777591,0,0
2020,"Lebanon",0,0,5.702398,0,75.0825
2022,"Lebanon",0,0,5.744489,0,110.331
2023,"Lebanon",0,0,5.773493,0,0
2019,"Lesotho",0,0,2.209405,0,461.537
2020,"Lesotho",0,0,2.235727,0,449.014
2021,"Lesotho",0,0,2.261542,0,492.8125
2023,"Lesotho",0,0,2.311472,0,0
2024,"Lesotho",0,0,2.337423,0,0
2023,"Liberia",0,0,5.493031,0,0
2024,"Liberia",0,0,5.612817,0,0
2019,"Libya",0,0,6.951033,0,160.1345
2020,"Libya",0,0,7.045399,0,154.037
2021,"Libya",0,0,7.135175,0,159.5005
2022,"Libya",0,0,7.223805,0,158.149
2023,"Libya",0,0,7.305659,0,0
2024,"Libya",0,0,7.381023,0,0
2019,"Liechtenstein",0,0,0.038563,0,0
2020,"Liechtenstein",0,0,0.038901,0,0
2021,"Liechtenstein",0,0,0.039182,0,0
2022,"Liechtenstein",0,0,0.039493,0,0
2023,"Liechtenstein",0,0,0.03985,0,0
2024,"Liechtenstein",0,0,0.040197,0,0
2023,"Lithuania",0,0,2.871585,0,0
2019,"Low & middle income",0,0,6243.849229,0,153.1151901909
2021,"Low & middle income",0,0,6378.645843,0,178.9098112343
2022,"Low & middle income",0,0,6438.27226,0,170.64624219245
2023,"Low & middle income",0,0,6499.219471,0,0
2024,"Low & middle income",0,0,6563.719861,0,0
2022,"Low income",0,0,591.481496,0,253.6104736643
2023,"Low income",0,0,607.774703,0,0
2022,"Lower middle income",0,0,3043.358377,0,205.57883994845
2023,"Lower middle income",0,0,3082.002881,0,0
2020,"Luxembourg",0,0,0.630419,6893.899,52.9335
2022,"Luxembourg",0,0,0.653103,7766.334,48.6695
2023,"Luxembourg",0,0,0.66643,0,0
2019,"Macao SAR, China",0,0,0.672,8810.04508608,37.5025
2020,"Macao SAR, China",0,0,0.6854,10435.46112775,36.346
2021,"Macao SAR, China",0,0,0.6825,12262.5283781,35.1525
2022,"Macao SAR, China",0,0,0.6773,13946.42544077,36.204
2023,"Macao SAR, China",0,0,0.6788,10718.0719692,0
2024,"Macao SAR, China",0,0,0.687,0,0
2019,"Madagascar",0,0,28.219554,0,211.4745
2020,"Madagascar",0,0,28.953556,0,220.5465
2021,"Madagascar",0,0,29.691083,0,234.1175
2022,"Madagascar",0,0,30.437261,0,225.393
2023,"Madagascar",0,0,31.195932,0,0
2024,"Madagascar",0,0,31.964956,0,0
2023,"Malawi",0,0,21.104482,0,0
2022,"Malaysia",0,0,34.695493,0,108.7125
2023,"Malaysia",0,0,35.126298,0,0
2020,"Maldives",0,0,0.502118,0,49.227
2021,"Maldives",0,0,0.516154,0,46.4505
2022,"Maldives",0,0,0.524106,0,45.999
2023,"Maldives",0,0,0.525994,0,0
2024,"Maldives",0,0,0.527799,0,0
2020,"Mali",0,0,21.713836,0,284.976
2023,"Mali",0,0,23.769127,0,0
2022,"Malta",0,0,0.531113,966.069,37.6805
2023,"Malta",0,0,0.552747,0,0
2019,"Marshall Islands",0,0,0.044007,0,270.434
2020,"Marshall Islands",0,0,0.042706,0,267.19
2021,"Marshall Islands",0,0,0.041367,0,262.914
2022,"Marshall Islands",0,0,0.040077,0,264.5195
2023,"Marshall Islands",0,0,0.038827,0,0
2024,"Marshall Islands",0,0,0.037548,0,0
2023,"Mauritania",0,0,5.022441,0,0
2024,"Mauritania",0,0,5.169395,0,0
2023,"Mauritius",0,0,1.261041,17193.0546222918,0
2022,"Mexico",0,0,128.613117,0,145.7665
2023,"Mexico",0,0,129.739759,0,0
2019,"Micronesia, Fed. Sts.",0,0,0.110282,31.393749,153.6075
2021,"Micronesia, Fed. Sts.",0,0,0.111624,0,163.363
2022,"Micronesia, Fed. Sts.",0,0,0.112114,0,161.1815
2023,"Micronesia, Fed. Sts.",0,0,0.11263,0,0
2024,"Micronesia, Fed. Sts.",0,0,0.11316,0,0
2019,"Middle East & North Africa (IDA & IBRD)",0,0,675.805691,0,123.45857372165
2021,"Middle East & North Africa (IDA & IBRD)",0,0,699.536053,0,135.367452051
2022,"Middle East & North Africa (IDA & IBRD)",0,0,711.465045,0,132.94904020525
2023,"Middle East & North Africa (IDA & IBRD)",0,0,723.91167,0,0
2024,"Middle East & North Africa (IDA & IBRD)",0,0,736.401764,0,0
2019,"Middle East & North Africa (excluding high income)",0,0,680.490997,0,123.19668462675
2021,"Middle East & North Africa (excluding high income)",0,0,704.458802,0,135.15297439545
2022,"Middle East & North Africa (excluding high income)",0,0,716.508657,0,132.7619810875
2023,"Middle East & North Africa (excluding high income)",0,0,729.077445,0,0
2024,"Middle East & North Africa (excluding high income)",0,0,741.690916,0,0
2019,"Middle East and North Africa",0,0,742.714463,0,115.4967955269
2021,"Middle East and North Africa",0,0,767.578451,0,126.7443103471
2022,"Middle East and North Africa",0,0,782.349366,0,124.0118430215
2023,"Middle East and North Africa",0,0,797.801454,0,0
2024,"Middle East and North Africa",0,0,813.118814,0,0
2019,"Middle income",0,0,5698.868246,0,144.8080774646
2021,"Middle income",0,0,5802.569225,0,170.9634548885
2022,"Middle income",0,0,5846.790764,0,162.30769398215
2023,"Middle income",0,0,5891.444768,0,0
2024,"Middle income",0,0,5939.111763,0,0
2022,"Moldova",0,0,2.528654,25770.4,210.893
2023,"Moldova",0,0,2.457783,29825.7,0
2021,"Monaco",0,0,0.038527,0,0
2022,"Monaco",0,0,0.038931,0,0
2023,"Monaco",0,0,0.038956,0,0
2024,"Monaco",0,0,0.038631,0,0
2022,"Mongolia",0,0,3.433748,0,170.7735
2023,"Mongolia",0,0,3.481145,0,0
2023,"Montenegro",0,0,0.623529,0,0
2020,"Morocco",0,0,36.584208,0,107.563
2022,"Morocco",0,0,37.329064,0,101.2745
2023,"Morocco",0,0,37.712505,0,0
2023,"Mozambique",0,0,33.63516,0,0
2024,"Mozambique",0,0,34.631766,0,0
2020,"Myanmar",0,0,53.016522,0,200.8735
2021,"Myanmar",0,0,53.387102,0,221.444
2022,"Myanmar",0,0,53.756787,0,197.9595
2023,"Myanmar",0,0,54.133798,0,0
2024,"Myanmar",0,0,54.500091,0,0
2023,"Namibia",0,0,2.963095,0,0
2024,"Namibia",0,0,3.030131,0,0
2019,"Nauru",0,0,0.011587,0,326.1975
2020,"Nauru",0,0,0.011643,0,326.0625
2021,"Nauru",0,0,0.011709,0,322.9065
2022,"Nauru",0,0,0.011801,0,317.746
2023,"Nauru",0,0,0.011875,0,0
2024,"Nauru",0,0,0.011947,0,0
2022,"Nepal",0,0,29.715436,0,160.9205
2023,"Nepal",0,0,29.694614,0,0
2022,"Netherlands",0,0,17.700982,136689,0
2023,"Netherlands",0,0,17.877117,0,0
2019,"New Caledonia",0,0,0.283606,0,81.7785
2020,"New Caledonia",0,0,0.284176,0,78.4915
2021,"New Caledonia",0,0,0.285214,0,86.5495
2022,"New Caledonia",0,0,0.287123,0,79.2185
2023,"New Caledonia",0,0,0.28987,0,0
2024,"New Caledonia",0,0,0.292639,0,0
2023,"New Zealand",0,0,5.245,0,0
2020,"Nicaragua",0,0,6.565267,0,165.635
2022,"Nicaragua",0,0,6.730654,0,135.9065
2023,"Nicaragua",0,0,6.823613,0,0
2021,"Niger",0,0,24.50214,0,248.599
2023,"Niger",0,0,26.159867,0,0
2024,"Niger",0,0,27.032412,0,0
2020,"Nigeria",0,0,213.996181,0,367.12
2023,"Nigeria",0,0,227.882945,0,0
2019,"North America",0,0,367.908829,0,103.7635257779
2021,"North America",0,0,370.404272,0,135.52265278105
2022,"North America",0,0,373.018004,0,0
2023,"North America",0,0,376.954413,0,0
2024,"North America",0,0,381.464223,0,0
2022,"North Macedonia",0,0,1.831712,0,100.6555
2023,"North Macedonia",0,0,1.827816,0,0
2019,"Northern Mariana Islands",0,0,0.048129,0,0
2020,"Northern Mariana Islands",0,0,0.047528,0,0
2021,"Northern Mariana Islands",0,0,0.046979,0,0
2022,"Northern Mariana Islands",0,0,0.046078,0,0
2023,"Northern Mariana Islands",0,0,0.045143,0,0
2024,"Northern Mariana Islands",0,0,0.044278,0,0
2022,"Norway",0,0,5.457127,484644,50.12
2023,"Norway",0,0,5.519594,0,0
2024,"Norway",0,0,5.572272,0,0
2019,"OECD members",0,0,1364.155119,0,85.01446459945
2021,"OECD members",0,0,1371.811773,0,110.91530490625
2022,"OECD members",0,0,1379.097485,0,0
2023,"OECD members",0,0,1388.472514,0,0
2024,"OECD members",0,0,1396.91419,0,0
2023,"Oman",0,0,5.049269,0,0
2019,"Other small states",0,0,12.281907,0,136.5608760933
2021,"Other small states",0,0,12.541889,0,153.7612273752
2022,"Other small states",0,0,12.699005,0,154.5471695863
2023,"Other small states",0,0,12.842214,0,0
2024,"Other small states",0,0,12.969162,0,0
2019,"Pacific island small states",0,0,2.568656,0,187.1540576671
2020,"Pacific island small states",0,0,2.595522,0,184.6991095947
2021,"Pacific island small states",0,0,2.625493,0,186.6100836287
2022,"Pacific island small states",0,0,2.656049,0,183.49238971725
2023,"Pacific island small states",0,0,2.689224,0,0
2024,"Pacific island small states",0,0,2.722467,0,0
2020,"Pakistan",0,0,235.001746,0,177.916
2022,"Pakistan",0,0,243.700667,0,178.682
2023,"Pakistan",0,0,247.504495,0,0
2019,"Palau",0,0,0.017798,0,0
2021,"Palau",0,0,0.017783,0,0
2022,"Palau",0,0,0.017759,0,0
2023,"Palau",0,0,0.017727,0,0
2024,"Palau",0,0,0.017695,0,0
2022,"Panama",0,0,4.400773,0,118.1245
2023,"Panama",0,0,4.458759,0,0
2020,"Papua New Guinea",0,0,9.815746,0,221.0215
2022,"Papua New Guinea",0,0,10.203169,0,219.4045
2023,"Papua New Guinea",0,0,10.389635,0,0
2024,"Papua New Guinea",0,0,10.576502,0,0
2023,"Paraguay",0,0,6.844146,0,0
2020,"Peru",0,0,32.838579,0,143.8615
2023,"Peru",0,0,33.845617,0,0
2022,"Philippines",0,0,113.964338,0,130.8585
2023,"Philippines",0,0,114.891199,0,0
2022,"Poland",0,0,36.821749,365884.62,0
2023,"Poland",0,0,36.687353,0,0
2022,"Portugal",0,0,10.434332,18407.434,70.729
2023,"Portugal",0,0,10.578174,0,0
2019,"Post-demographic dividend",0,0,1114.907717,0,78.02745327865
2021,"Post-demographic dividend",0,0,1116.609473,0,99.5040367328
2022,"Post-demographic dividend",0,0,1117.926537,0,0
2023,"Post-demographic dividend",0,0,1121.892872,0,0
2024,"Post-demographic dividend",0,0,1128.430188,0,0
2019,"Pre-demographic dividend",0,0,972.302503,0,280.708931615
2021,"Pre-demographic dividend",0,0,1024.960313,0,300.15262774785
2022,"Pre-demographic dividend",0,0,1051.201551,0,290.41176367905
2023,"Pre-demographic dividend",0,0,1078.224044,0,0
2024,"Pre-demographic dividend",0,0,1105.951788,0,0
2019,"Puerto Rico",0,0,3.302691,0,98.82
2020,"Puerto Rico",0,0,3.28159,0,122.6925
2021,"Puerto Rico",0,0,3.262711,0,107.436
2022,"Puerto Rico",0,0,3.220137,0,100.3075
2023,"Puerto Rico",0,0,3.203792,0,0
2024,"Puerto Rico",0,0,3.203295,0,0
2020,"Qatar",0,0,2.794148,0,50.0355
2022,"Qatar",0,0,2.657333,0,38.849
2023,"Qatar",0,0,2.656032,0,0
2022,"Romania",0,0,19.048502,0,123.3805
2023,"Romania",0,0,19.059479,0,0
2021,"Russian Federation",0,0,144.746762,0,0
2022,"Russian Federation",0,0,144.236933,0,0
2023,"Russian Federation",0,0,143.82613,0,0
2024,"Russian Federation",0,0,143.533851,0,0
2020,"Rwanda",0,0,13.065837,0,226.604
2022,"Rwanda",0,0,13.65103,0,223.5305
2023,"Rwanda",0,0,13.954471,0,0
2019,"Samoa",0,0,0.20978,0,146.4925
2022,"Samoa",0,0,0.215261,0,139.955
2023,"Samoa",0,0,0.216663,0,0
2024,"Samoa",0,0,0.218019,0,0
2019,"San Marino",0,0,0.034663,181.794522,0
2020,"San Marino",0,0,0.03477,188.726354,0
2021,"San Marino",0,0,0.034252,179.907547,0
2022,"San Marino",0,0,0.033755,187.274837,0
2023,"San Marino",0,0,0.03386,0,0
2024,"San Marino",0,0,0.033977,0,0
2020,"Sao Tome and Principe",0,0,0.217435,0,235.8345
2021,"Sao Tome and Principe",0,0,0.221961,0,238.3995
2022,"Sao Tome and Principe",0,0,0.226305,0,222.6895
2023,"Sao Tome and Principe",0,0,0.230871,0,0
2024,"Sao Tome and Principe",0,0,0.235536,0,0
2023,"Saudi Arabia",0,0,33.702731,0,0
2023,"Senegal",0,0,18.077573,0,0
2024,"Senegal",0,0,18.501984,0,0
2022,"Serbia",0,0,6.664449,0,107.28
2023,"Serbia",0,0,6.623183,0,0
2020,"Seychelles",0,0,0.098462,0,151.808
2021,"Seychelles",0,0,0.099258,0,172.8235
2023,"Seychelles",0,0,0.119773,0,0
2024,"Seychelles",0,0,0.121354,0,0
2021,"Sierra Leone",0,0,8.094602,0,248.1375
2023,"Sierra Leone",0,0,8.460512,0,0
2024,"Sierra Leone",0,0,8.642022,0,0
2022,"Singapore",0,0,5.637022,17477.64575309,43.042
2023,"Singapore",0,0,5.917648,17196.150157462,0
2019,"Sint Maarten (Dutch part)",0,0,0.040385,0,95.4495
2020,"Sint Maarten (Dutch part)",0,0,0.041008,0,98.0465
2021,"Sint Maarten (Dutch part)",0,0,0.041571,0,109.206
2022,"Sint Maarten (Dutch part)",0,0,0.042139,0,105.244
2023,"Sint Maarten (Dutch part)",0,0,0.042749,0,0
2024,"Sint Maarten (Dutch part)",0,0,0.04335,0,0
2022,"Slovak Republic",0,0,5.431752,13498.335,0
2023,"Slovak Republic",0,0,5.42674,0,0
2022,"Slovenia",0,0,2.112076,8558.101,0
2023,"Slovenia",0,0,2.120461,0,0
2019,"Small states",0,0,19.293697,0,148.24350234625
2021,"Small states",0,0,19.646549,0,165.94406919005
2022,"Small states",0,0,19.852364,0,165.1082917705
2023,"Small states",0,0,20.051342,0,0
2024,"Small states",0,0,20.230689,0,0
2019,"Solomon Islands",0,0,0.728147,0,165.6885
2020,"Solomon Islands",0,0,0.744498,0,165.397
2021,"Solomon Islands",0,0,0.762591,0,162.976
2022,"Solomon Islands",0,0,0.781066,0,161.645
2023,"Solomon Islands",0,0,0.800005,0,0
2024,"Solomon Islands",0,0,0.819198,0,0
2019,"Somalia",0,0,16.030971,2.97792319,289.1175
2020,"Somalia",0,0,16.651191,0,316.723
2021,"Somalia",0,0,17.271431,0,338.2635
2022,"Somalia",0,0,17.801897,0,330.6365
2023,"Somalia",0,0,18.358615,0,0
2024,"Somalia",0,0,19.009151,0,0
2020,"South Africa",0,0,60.562381,532303.469,305.2715
2022,"South Africa",0,0,62.37841,617700.682839337,362.049
2023,"South Africa",0,0,63.212384,0,0
2019,"South Asia",0,0,1605.412986,0,163.8773162676
2021,"South Asia",0,0,1634.785356,0,207.88130279765
2022,"South Asia",0,0,1648.009565,0,197.0886182371
2023,"South Asia",0,0,1662.580579,0,0
2024,"South Asia",0,0,1677.384532,0,0
2019,"South Asia (IDA & IBRD)",0,0,1605.412986,0,163.8773162676
2021,"South Asia (IDA & IBRD)",0,0,1634.785356,0,207.88130279765
2022,"South Asia (IDA & IBRD)",0,0,1648.009565,0,197.0886182371
2023,"South Asia (IDA & IBRD)",0,0,1662.580579,0,0
2024,"South Asia (IDA & IBRD)",0,0,1677.384532,0,0
2021,"South Sudan",0,0,10.86578,0,348.3605
2022,"South Sudan",0,0,11.021177,0,342.707
2023,"South Sudan",0,0,11.483374,0,0
2024,"South Sudan",0,0,11.943408,0,0
2022,"Spain",0,0,47.786102,179068,0
2023,"Spain",0,0,48.34791,0,0
2022,"Sri Lanka",0,0,22.181,0,108.573
2023,"Sri Lanka",0,0,22.037,0,0
2019,"St. Kitts and Nevis",0,0,0.046952,0,172.965
2020,"St. Kitts and Nevis",0,0,0.04687,0,172.8605
2021,"St. Kitts and Nevis",0,0,0.046763,0,172.8245
2022,"St. Kitts and Nevis",0,0,0.046709,0,168.0365
2023,"St. Kitts and Nevis",0,0,0.046758,0,0
2024,"St. Kitts and Nevis",0,0,0.046843,0,0
2019,"St. Lucia",0,0,0.177661,0,133.901
2020,"St. Lucia",0,0,0.17825,0,134.429
2021,"St. Lucia",0,0,0.178522,0,163.219
2022,"St. Lucia",0,0,0.178781,0,160.209
2023,"St. Lucia",0,0,0.179285,0,0
2024,"St. Lucia",0,0,0.179744,0,0
2019,"St. Martin (French part)",0,0,0.034267,0,59.1975
2020,"St. Martin (French part)",0,0,0.031786,0,58.145
2021,"St. Martin (French part)",0,0,0.029961,0,56.635
2022,"St. Martin (French part)",0,0,0.02887,0,56.072
2023,"St. Martin (French part)",0,0,0.027515,0,0
2024,"St. Martin (French part)",0,0,0.026129,0,0
2019,"St. Vincent and the Grenadines",0,0,0.104167,0,161.216
2020,"St. Vincent and the Grenadines",0,0,0.103526,0,164.03
2021,"St. Vincent and the Grenadines",0,0,0.102841,0,202.238
2022,"St. Vincent and the Grenadines",0,0,0.102046,0,211.9515
2023,"St. Vincent and the Grenadines",0,0,0.101323,0,0
2024,"St. Vincent and the Grenadines",0,0,0.100616,0,0
2019,"Sub-Saharan Africa",0,0,1139.315618,0,280.0014432906
2021,"Sub-Saharan Africa",0,0,1199.011925,0,301.31534139225
2022,"Sub-Saharan Africa",0,0,1229.208573,0,293.4838469469
2023,"Sub-Saharan Africa",0,0,1259.902353,0,0
2024,"Sub-Saharan Africa",0,0,1291.058694,0,0
2019,"Sub-Saharan Africa (IDA & IBRD)",0,0,1139.315618,0,280.0014432906
2021,"Sub-Saharan Africa (IDA & IBRD)",0,0,1199.011925,0,301.31534139225
2022,"Sub-Saharan Africa (IDA & IBRD)",0,0,1229.208573,0,293.4838469469
2023,"Sub-Saharan Africa (IDA & IBRD)",0,0,1259.902353,0,0
2024,"Sub-Saharan Africa (IDA & IBRD)",0,0,1291.058694,0,0
2019,"Sub-Saharan Africa (excluding high income)",0,0,1023.48061,0,280.0174278761
2021,"Sub-Saharan Africa (excluding high income)",0,0,1076.774079,0,301.32872148575
2022,"Sub-Saharan Africa (excluding high income)",0,0,1103.704408,0,293.4993885047
2023,"Sub-Saharan Africa (excluding high income)",0,0,1131.090888,0,0
2024,"Sub-Saharan Africa (excluding high income)",0,0,1158.877573,0,0
2019,"Sudan",0,0,45.548175,0,204.763
2020,"Sudan",0,0,46.789231,0,206.3615
2021,"Sudan",0,0,48.066924,0,213.564
2022,"Sudan",0,0,49.383346,0,210.265
2023,"Sudan",0,0,50.042791,0,0
2024,"Sudan",0,0,50.448963,0,0
2019,"Suriname",0,0,0.605768,0,180.4845
2020,"Suriname",0,0,0.612317,0,176.2835
2022,"Suriname",0,0,0.623164,0,200.267
2023,"Suriname",0,0,0.628886,0,0
2024,"Suriname",0,0,0.634431,0,0
2022,"Sweden",0,0,10.486941,821280,46.3135
2023,"Sweden",0,0,10.536632,0,0
2022,"Switzerland",0,0,8.777088,35910.31561795,44.27
2023,"Switzerland",0,0,8.888093,35621.38756168,0
2019,"Syrian Arab Republic",0,0,20.353534,0,149.1585
2020,"Syrian Arab Republic",0,0,21.049429,0,138.1245
2021,"Syrian Arab Republic",0,0,21.628839,0,136.555
2022,"Syrian Arab Republic",0,0,22.462173,0,145.0455
2023,"Syrian Arab Republic",0,0,23.594623,0,0
2024,"Syrian Arab Republic",0,0,24.67276,0,0
2022,"Tajikistan",0,0,10.182222,4674.945974,144.2135
2023,"Tajikistan",0,0,10.389799,6164.6159498,0
2020,"Tanzania",0,0,60.972798,0,217.7555
2023,"Tanzania",0,0,66.617606,0,0
2022,"Thailand",0,0,71.735329,332723.198178163,119.963
2023,"Thailand",0,0,71.702435,304783.67111791,0
2021,"Timor-Leste",0,0,1.350139,0,180.5435
2022,"Timor-Leste",0,0,1.369295,0,167.4985
